Content ID,Title,Type,Country,Original Language,Release Year,Rating,Genre,Runtime (min),Seasons,Episodes,Studio,Production Company,Acquisition Type,License Expiration,Audience Score,Critic Score,Viewing Hours,Completion Rate,Cost (USD),Region Availability,Keywords,Awards,Featured Collection,Date Added,Description
CNT-004230,Romance Legacy 4230,Movie,Mexico,Spanish,1990,PG,Romance,109,,,Toei,Global Media,Exclusive,2028-10-18,77,49,18983676,71,14709430,APAC,"mystery, friendship, family",Festival Selection,Family Picks,2023-12-29,A romance movie produced in Mexico.
CNT-004231,Documentary Chronicles 4231,TV Show,United States,English,2013,R,Documentary,29,6,72,Toei,Sunrise,Exclusive,2029-02-28,63,49,4713189,83,5000696,Europe,"survival, love, friendship",Emmy Winner,Award Winners,2024-12-05,A documentary tv show produced in United States.
CNT-004232,Reality Chronicles 4232,TV Show,Canada,English,2008,TV-MA,Reality,40,2,22,Sony,Red Oak,Licensed,2029-08-29,91,74,12969567,96,8886044,Global,"family, space, history",BAFTA,Trending Now,2024-09-28,A reality tv show produced in Canada.
CNT-004233,Crime Chronicles 4233,TV Show,United Kingdom,English,1997,TV-14,Crime,46,7,77,Warner,Blue Sky,Licensed,2030-12-22,74,58,16233736,91,11923693,Global,"family, mystery, crime",Oscar Winner,Award Winners,2026-06-24,A crime tv show produced in United Kingdom.
CNT-004234,Animation Legacy 4234,Movie,United States,English,2018,R,Animation,168,,,Warner,Blue Sky,Exclusive,2028-07-11,90,85,16739847,56,12319718,North America,"friendship, love, space",Emmy Winner,Trending Now,2026-03-01,A animation movie produced in United States.
CNT-004235,Romance Legacy 4235,Movie,United States,English,1991,TV-14,Romance,117,,,TV Tokyo,North Star,Licensed,2027-10-05,88,56,7597427,66,12233943,Global,"family, survival, crime",None,Trending Now,2025-03-02,A romance movie produced in United States.
CNT-004236,Thriller Legacy 4236,Movie,United States,English,2008,PG-13,Thriller,163,,,Disney,Red Oak,Exclusive,2030-09-07,73,87,783323,83,7324384,Europe,"friendship, space, history",BAFTA,Family Picks,2025-09-13,A thriller movie produced in United States.
CNT-004237,Crime Chronicles 4237,TV Show,United States,English,1992,TV-G,Crime,44,1,10,TV Tokyo,North Star,Licensed,2030-12-29,73,96,2228659,57,5108579,North America,"sports, space, friendship",Festival Selection,,2026-02-17,A crime tv show produced in United States.
CNT-004238,Family Legacy 4238,Movie,United Kingdom,English,2014,G,Family,161,,,Netflix Studios,Global Media,Licensed,2026-06-23,98,91,14362044,58,10384967,North America,"friendship, survival, love",Festival Selection,Family Picks,2023-05-20,A family movie produced in United Kingdom.
CNT-004239,Action Chronicles 4239,TV Show,United States,English,2011,TV-14,Action,48,1,11,A24,VisionWorks,Exclusive,2027-01-21,57,54,10992896,95,6697225,LATAM,"family, space, mystery",Emmy Winner,,2025-12-03,A action tv show produced in United States.
CNT-004240,Fantasy Chronicles 4240,TV Show,India,Hindi,2007,G,Fantasy,51,2,12,Sony,Blue Sky,Original,2029-02-26,80,85,2075274,52,5909570,LATAM,"crime, friendship, survival",BAFTA,Hidden Gems,2025-07-16,A fantasy tv show produced in India.
CNT-004241,Action Chronicles 4241,TV Show,Canada,English,1999,TV-MA,Action,60,5,40,Netflix Studios,Blue Sky,Original,2025-12-28,81,79,16068081,85,1052419,Global,"sports, family, space",BAFTA,,2024-10-22,A action tv show produced in Canada.
CNT-004242,Comedy Chronicles 4242,TV Show,Japan,Japanese,2026,PG-13,Comedy,48,7,84,A24,North Star,Original,2028-01-05,95,62,17604905,60,1937537,Europe,"survival, history, friendship",None,Trending Now,2026-05-04,A comedy tv show produced in Japan.
CNT-004243,Action Chronicles 4243,TV Show,India,Hindi,2021,TV-G,Action,32,4,32,Canal+,Global Media,Exclusive,2026-02-17,95,76,12452910,83,4546062,Europe,"history, sports, mystery",BAFTA,Family Picks,2023-09-26,A action tv show produced in India.
CNT-004244,Action Legacy 4244,Movie,South Korea,Korean,2026,R,Action,95,,,Sony,VisionWorks,Exclusive,2025-05-29,92,80,5092253,48,9424743,APAC,"family, space, sports",Oscar Winner,Trending Now,2024-03-16,A action movie produced in South Korea.
CNT-004245,Action Legacy 4245,Movie,France,French,2020,PG,Action,165,,,Netflix Studios,Blue Sky,Exclusive,2028-02-11,74,54,13628959,95,11804674,LATAM,"mystery, sports, friendship",Oscar Winner,Award Winners,2024-01-21,A action movie produced in France.
CNT-004246,Romance Legacy 4246,Movie,Canada,English,2026,TV-14,Romance,116,,,Netflix Studios,North Star,Licensed,2025-12-23,70,78,3595042,75,8220037,Global,"space, love, family",Emmy Winner,Family Picks,2024-04-24,A romance movie produced in Canada.
CNT-004247,Drama Legacy 4247,Movie,United States,English,2018,TV-G,Drama,174,,,A24,Red Oak,Licensed,2028-11-19,73,86,4876720,74,10118749,Global,"love, mystery, space",Festival Selection,New Releases,2026-06-22,A drama movie produced in United States.
CNT-004248,Romance Chronicles 4248,TV Show,France,French,2008,PG-13,Romance,33,5,50,TV Tokyo,VisionWorks,Licensed,2028-05-07,92,93,9563707,83,2625697,LATAM,"history, space, survival",Festival Selection,Hidden Gems,2025-07-07,A romance tv show produced in France.
CNT-004249,Romance Chronicles 4249,TV Show,South Korea,Korean,1996,TV-MA,Romance,51,5,60,Sony,Blue Sky,Original,2029-10-12,79,86,14119704,53,10957136,Global,"sports, friendship, history",None,Hidden Gems,2025-02-04,A romance tv show produced in South Korea.
CNT-004250,Crime Chronicles 4250,TV Show,United Kingdom,English,2011,TV-MA,Crime,58,6,72,Sony,Sunrise,Exclusive,2028-11-21,78,45,2334686,78,10029556,LATAM,"space, mystery, sports",None,Hidden Gems,2025-07-15,A crime tv show produced in United Kingdom.
CNT-004251,Family Legacy 4251,Movie,United States,English,2018,TV-PG,Family,180,,,Netflix Studios,Global Media,Exclusive,2029-05-12,60,74,4292602,96,695217,Europe,"mystery, family, friendship",Emmy Winner,Trending Now,2025-04-07,A family movie produced in United States.
CNT-004252,Romance Legacy 4252,Movie,Spain,Spanish,2021,TV-G,Romance,85,,,Toei,Blue Sky,Licensed,2027-06-11,62,88,11093190,68,5570963,Europe,"crime, family, survival",BAFTA,Family Picks,2025-03-18,A romance movie produced in Spain.
CNT-004253,Romance Chronicles 4253,TV Show,United States,English,2017,TV-14,Romance,49,8,56,TV Tokyo,VisionWorks,Licensed,2028-06-01,63,54,13557469,98,7953117,Europe,"space, mystery, family",Festival Selection,Family Picks,2025-03-10,A romance tv show produced in United States.
CNT-004254,Thriller Legacy 4254,Movie,United States,English,1999,PG-13,Thriller,91,,,Sony,Blue Sky,Original,2028-09-18,62,62,17031226,74,663616,APAC,"friendship, sports, crime",Oscar Winner,Family Picks,2024-07-28,A thriller movie produced in United States.
CNT-004255,Sci-Fi Legacy 4255,Movie,United States,English,1990,G,Sci-Fi,155,,,BBC,North Star,Exclusive,2024-06-17,98,71,4833794,70,8651336,North America,"history, crime, family",Festival Selection,Family Picks,2023-05-28,A sci-fi movie produced in United States.
CNT-004256,Action Chronicles 4256,TV Show,India,Hindi,2021,G,Action,59,6,54,CJ ENM,Sunrise,Exclusive,2027-07-12,85,71,14182319,65,4572939,Global,"family, mystery, history",Festival Selection,,2026-07-01,A action tv show produced in India.
CNT-004257,Fantasy Legacy 4257,Movie,India,Hindi,1990,TV-G,Fantasy,139,,,TV Tokyo,North Star,Exclusive,2025-10-18,93,89,379612,87,11095229,North America,"history, mystery, space",Festival Selection,Trending Now,2024-05-21,A fantasy movie produced in India.
CNT-004258,Thriller Legacy 4258,Movie,Japan,Japanese,2020,R,Thriller,147,,,Canal+,VisionWorks,Original,2025-06-11,88,93,9844770,91,11067183,North America,"family, sports, mystery",Festival Selection,Family Picks,2023-04-03,A thriller movie produced in Japan.
CNT-004259,Comedy Legacy 4259,Movie,United States,English,1994,TV-MA,Comedy,82,,,Sony,Red Oak,Exclusive,2026-02-19,91,72,798395,94,11170297,LATAM,"sports, history, space",BAFTA,New Releases,2023-10-28,A comedy movie produced in United States.
CNT-004260,Action Legacy 4260,Movie,United States,English,2001,R,Action,151,,,TV Tokyo,Red Oak,Exclusive,2029-02-10,82,86,2453205,93,6358750,LATAM,"family, crime, survival",None,Hidden Gems,2025-06-22,A action movie produced in United States.
CNT-004261,Crime Legacy 4261,Movie,United States,English,1995,TV-MA,Crime,146,,,CJ ENM,North Star,Original,2029-01-29,82,45,15771143,54,5170717,APAC,"love, friendship, family",BAFTA,Hidden Gems,2026-01-01,A crime movie produced in United States.
CNT-004262,Documentary Chronicles 4262,TV Show,Germany,German,2021,G,Documentary,57,7,63,Sony,VisionWorks,Licensed,2027-05-02,65,88,15006897,46,13800310,APAC,"history, family, survival",None,Family Picks,2024-04-11,A documentary tv show produced in Germany.
CNT-004263,Drama Legacy 4263,Movie,India,Hindi,2006,TV-PG,Drama,92,,,TV Tokyo,North Star,Licensed,2029-08-29,98,49,4077954,85,5524403,North America,"family, love, history",None,Trending Now,2025-01-04,A drama movie produced in India.
CNT-004264,Family Chronicles 4264,TV Show,Japan,Japanese,2026,TV-G,Family,40,3,21,Sony,Red Oak,Original,2027-04-03,96,64,2203557,67,446875,LATAM,"history, sports, space",Emmy Winner,New Releases,2025-10-04,A family tv show produced in Japan.
CNT-004265,Sci-Fi Chronicles 4265,TV Show,Spain,Spanish,2018,PG,Sci-Fi,54,5,30,CJ ENM,Red Oak,Licensed,2027-08-25,84,86,10453915,69,13754606,Global,"survival, friendship, history",BAFTA,Award Winners,2023-08-19,A sci-fi tv show produced in Spain.
CNT-004266,Animation Legacy 4266,Movie,Canada,English,2021,PG,Animation,88,,,Sony,Blue Sky,Exclusive,2026-11-03,97,61,2893516,90,9540944,APAC,"mystery, family, sports",BAFTA,Award Winners,2025-09-09,A animation movie produced in Canada.
CNT-004267,Drama Legacy 4267,Movie,Japan,Japanese,2018,PG,Drama,102,,,Canal+,VisionWorks,Original,2026-05-16,60,51,17796005,76,1077994,Global,"sports, family, mystery",Oscar Winner,Family Picks,2024-09-26,A drama movie produced in Japan.
CNT-004268,Documentary Legacy 4268,Movie,United States,English,2001,PG,Documentary,168,,,Disney,Blue Sky,Exclusive,2027-09-18,71,75,2127158,53,13957150,North America,"sports, love, friendship",Emmy Winner,New Releases,2023-09-26,A documentary movie produced in United States.
CNT-004269,Sci-Fi Legacy 4269,Movie,United States,English,2017,G,Sci-Fi,141,,,Canal+,Sunrise,Licensed,2025-02-14,87,84,6784688,56,8079107,North America,"survival, space, family",Festival Selection,,2023-08-24,A sci-fi movie produced in United States.
CNT-004270,Drama Chronicles 4270,TV Show,South Korea,Korean,2003,PG-13,Drama,31,7,42,BBC,Red Oak,Licensed,2026-11-02,99,56,14906851,51,12497947,LATAM,"sports, family, space",Festival Selection,New Releases,2025-01-31,A drama tv show produced in South Korea.
CNT-004271,Thriller Legacy 4271,Movie,United States,English,2024,TV-14,Thriller,105,,,A24,Blue Sky,Licensed,2028-06-02,72,73,19232680,66,13942635,LATAM,"sports, crime, friendship",Festival Selection,New Releases,2026-04-07,A thriller movie produced in United States.
CNT-004272,Family Chronicles 4272,TV Show,United Kingdom,English,2004,R,Family,23,3,30,A24,North Star,Exclusive,2028-06-20,82,62,4175042,69,12011735,Global,"friendship, family, space",None,Trending Now,2024-03-06,A family tv show produced in United Kingdom.
CNT-004273,Sci-Fi Legacy 4273,Movie,United Kingdom,English,2000,PG,Sci-Fi,177,,,Canal+,Blue Sky,Licensed,2025-06-27,76,47,8785988,69,10768563,Global,"family, history, crime",Oscar Winner,Hidden Gems,2023-01-28,A sci-fi movie produced in United Kingdom.
CNT-004274,Drama Chronicles 4274,TV Show,Japan,Japanese,2016,TV-PG,Drama,39,1,7,CJ ENM,Red Oak,Exclusive,2028-04-09,94,84,9047472,55,14867015,North America,"family, mystery, sports",Emmy Winner,Hidden Gems,2025-03-10,A drama tv show produced in Japan.
CNT-004275,Romance Chronicles 4275,TV Show,Japan,Japanese,2023,TV-14,Romance,49,6,60,BBC,Red Oak,Licensed,2028-09-10,92,66,1251634,86,2642811,LATAM,"love, history, space",Emmy Winner,Trending Now,2023-09-19,A romance tv show produced in Japan.
CNT-004276,Reality Chronicles 4276,TV Show,Brazil,Portuguese,2001,R,Reality,24,4,24,Netflix Studios,Blue Sky,Licensed,2026-06-28,90,87,15529415,84,10711581,Europe,"sports, love, family",Oscar Winner,Hidden Gems,2024-03-07,A reality tv show produced in Brazil.
CNT-004277,Documentary Chronicles 4277,TV Show,United States,English,1995,R,Documentary,40,1,8,Toei,VisionWorks,Exclusive,2027-05-13,68,72,414725,73,9497131,Global,"survival, sports, space",Festival Selection,Trending Now,2023-04-19,A documentary tv show produced in United States.
CNT-004278,Comedy Legacy 4278,Movie,Japan,Japanese,1993,TV-MA,Comedy,157,,,Toei,Blue Sky,Original,2029-11-22,61,67,13220886,51,9010316,APAC,"family, love, history",BAFTA,New Releases,2026-01-14,A comedy movie produced in Japan.
CNT-004279,Drama Chronicles 4279,TV Show,United States,English,2021,R,Drama,38,7,42,A24,North Star,Exclusive,2030-05-07,95,86,1458517,66,4873959,Global,"love, sports, mystery",BAFTA,Trending Now,2026-06-19,A drama tv show produced in United States.
CNT-004280,Action Legacy 4280,Movie,Japan,Japanese,2022,PG-13,Action,152,,,Sony,Red Oak,Exclusive,2025-03-19,59,49,12391344,90,13881080,LATAM,"love, family, history",None,Award Winners,2024-02-23,A action movie produced in Japan.
CNT-004281,Family Legacy 4281,Movie,United States,English,1997,R,Family,79,,,CJ ENM,Global Media,Licensed,2029-10-27,56,65,15041145,85,8862296,Europe,"space, history, crime",Festival Selection,Hidden Gems,2025-02-04,A family movie produced in United States.
CNT-004282,Crime Chronicles 4282,TV Show,Nigeria,English,2026,TV-G,Crime,51,1,10,Sony,Sunrise,Exclusive,2026-06-30,87,97,17824081,63,3993152,Global,"survival, mystery, crime",None,New Releases,2024-09-20,A crime tv show produced in Nigeria.
CNT-004283,Crime Chronicles 4283,TV Show,Spain,Spanish,2009,G,Crime,42,7,63,Disney,VisionWorks,Licensed,2025-03-08,78,49,1593537,93,11735666,Europe,"survival, sports, space",Festival Selection,Family Picks,2023-04-13,A crime tv show produced in Spain.
CNT-004284,Documentary Legacy 4284,Movie,United States,English,2002,TV-MA,Documentary,178,,,Canal+,Global Media,Original,2027-06-14,79,76,9849121,47,10638316,Global,"survival, family, friendship",Emmy Winner,New Releases,2024-03-29,A documentary movie produced in United States.
CNT-004285,Romance Legacy 4285,Movie,United States,English,2013,TV-MA,Romance,155,,,A24,VisionWorks,Exclusive,2029-06-16,58,86,17361350,61,9009817,APAC,"survival, space, family",BAFTA,Trending Now,2024-11-10,A romance movie produced in United States.
CNT-004286,Action Chronicles 4286,TV Show,United States,English,2013,TV-PG,Action,32,8,80,BBC,VisionWorks,Exclusive,2027-07-17,61,90,14421839,91,13331109,Europe,"love, space, crime",Emmy Winner,New Releases,2024-09-23,A action tv show produced in United States.
CNT-004287,Romance Legacy 4287,Movie,United States,English,1995,G,Romance,107,,,Toei,Sunrise,Licensed,2030-05-21,61,54,11735904,59,10023376,APAC,"survival, crime, history",Emmy Winner,Family Picks,2026-05-09,A romance movie produced in United States.
CNT-004288,Drama Legacy 4288,Movie,Japan,Japanese,2004,TV-14,Drama,127,,,TV Tokyo,Global Media,Exclusive,2026-02-15,69,93,9771477,64,10115760,Global,"history, family, friendship",Emmy Winner,Trending Now,2023-04-10,A drama movie produced in Japan.
CNT-004289,Animation Chronicles 4289,TV Show,Canada,English,1996,PG,Animation,56,8,88,Canal+,VisionWorks,Original,2029-03-15,69,45,4805613,81,2445791,LATAM,"history, crime, family",None,Award Winners,2026-04-03,A animation tv show produced in Canada.
CNT-004290,Romance Chronicles 4290,TV Show,Japan,Japanese,2022,TV-14,Romance,22,2,20,BBC,VisionWorks,Licensed,2026-05-09,98,76,10554755,82,13206346,Europe,"survival, space, love",None,,2023-11-17,A romance tv show produced in Japan.
CNT-004291,Animation Legacy 4291,Movie,United Kingdom,English,2012,R,Animation,124,,,BBC,Global Media,Licensed,2029-06-06,85,81,2037751,69,11263144,North America,"friendship, love, space",Oscar Winner,Trending Now,2024-12-19,A animation movie produced in United Kingdom.
CNT-004292,Drama Chronicles 4292,TV Show,France,French,2011,G,Drama,42,7,49,Warner,Sunrise,Original,2027-02-18,87,96,19367470,47,1621763,LATAM,"space, love, family",Festival Selection,Hidden Gems,2023-07-29,A drama tv show produced in France.
CNT-004293,Drama Chronicles 4293,TV Show,Japan,Japanese,2004,TV-MA,Drama,37,7,70,BBC,Global Media,Licensed,2027-08-02,77,50,12987638,64,991341,APAC,"space, survival, friendship",Emmy Winner,,2026-02-26,A drama tv show produced in Japan.
CNT-004294,Drama Legacy 4294,Movie,Canada,English,2012,PG,Drama,88,,,Toei,VisionWorks,Original,2026-04-07,65,88,11661572,97,13000103,Global,"family, history, mystery",Festival Selection,Family Picks,2025-02-08,A drama movie produced in Canada.
CNT-004295,Family Legacy 4295,Movie,United States,English,1990,R,Family,124,,,CJ ENM,Blue Sky,Original,2028-03-24,74,92,17854201,86,7314277,Global,"history, survival, friendship",Emmy Winner,Family Picks,2023-12-27,A family movie produced in United States.
CNT-004296,Thriller Chronicles 4296,TV Show,Nigeria,English,2017,R,Thriller,34,4,40,Disney,VisionWorks,Exclusive,2027-02-06,89,76,5620384,74,11202657,APAC,"mystery, love, history",Emmy Winner,Trending Now,2025-10-10,A thriller tv show produced in Nigeria.
CNT-004297,Crime Chronicles 4297,TV Show,United States,English,2017,TV-G,Crime,27,3,18,A24,Sunrise,Exclusive,2028-03-27,61,72,2668198,90,11522584,APAC,"love, friendship, crime",Festival Selection,Award Winners,2025-06-29,A crime tv show produced in United States.
CNT-004298,Thriller Chronicles 4298,TV Show,United States,English,2009,PG-13,Thriller,59,7,42,Netflix Studios,Red Oak,Original,2024-08-12,64,88,5922498,67,13999260,Europe,"space, survival, crime",Oscar Winner,Family Picks,2023-06-19,A thriller tv show produced in United States.
CNT-004299,Documentary Chronicles 4299,TV Show,Canada,English,2008,TV-PG,Documentary,55,4,24,TV Tokyo,Global Media,Original,2027-12-05,66,72,9618528,75,4580649,LATAM,"family, crime, history",Emmy Winner,Hidden Gems,2023-01-20,A documentary tv show produced in Canada.
CNT-004300,Reality Chronicles 4300,TV Show,United States,English,1995,G,Reality,32,5,30,Toei,VisionWorks,Licensed,2029-07-26,96,90,4791580,73,4513344,Global,"sports, history, mystery",BAFTA,Trending Now,2026-02-13,A reality tv show produced in United States.
CNT-004301,Thriller Chronicles 4301,TV Show,Nigeria,English,1999,G,Thriller,56,2,12,Netflix Studios,Global Media,Original,2028-06-11,70,87,12213410,57,1697078,APAC,"mystery, family, history",BAFTA,Hidden Gems,2023-11-19,A thriller tv show produced in Nigeria.
CNT-004302,Sci-Fi Legacy 4302,Movie,United States,English,2022,TV-G,Sci-Fi,152,,,TV Tokyo,Blue Sky,Licensed,2026-05-26,76,84,1326468,66,481572,Global,"history, friendship, mystery",BAFTA,New Releases,2024-10-20,A sci-fi movie produced in United States.
CNT-004303,Comedy Legacy 4303,Movie,India,Hindi,1993,TV-14,Comedy,169,,,A24,North Star,Original,2028-02-16,75,75,18559312,45,14453059,LATAM,"mystery, love, space",Festival Selection,Trending Now,2025-11-23,A comedy movie produced in India.
CNT-004304,Action Legacy 4304,Movie,United States,English,1996,PG,Action,83,,,BBC,VisionWorks,Exclusive,2028-11-12,91,52,19562378,87,12036557,APAC,"mystery, space, survival",Emmy Winner,,2025-08-13,A action movie produced in United States.
CNT-004305,Family Legacy 4305,Movie,United States,English,2002,R,Family,162,,,CJ ENM,Sunrise,Licensed,2026-12-25,76,53,10369154,63,12806919,APAC,"family, sports, crime",Oscar Winner,Trending Now,2024-04-27,A family movie produced in United States.
CNT-004306,Action Chronicles 4306,TV Show,Mexico,Spanish,2013,PG,Action,45,7,49,Warner,Red Oak,Original,2028-08-02,98,79,7523988,70,2202824,APAC,"mystery, family, sports",Oscar Winner,New Releases,2025-02-13,A action tv show produced in Mexico.
CNT-004307,Comedy Legacy 4307,Movie,India,Hindi,2009,PG-13,Comedy,99,,,Sony,Global Media,Original,2029-01-09,99,96,6206809,96,3910656,APAC,"history, space, mystery",Oscar Winner,Trending Now,2024-09-17,A comedy movie produced in India.
CNT-004308,Fantasy Chronicles 4308,TV Show,India,Hindi,1998,TV-14,Fantasy,28,3,27,Disney,North Star,Original,2027-09-06,63,91,11841951,51,8273667,Global,"love, crime, sports",Oscar Winner,New Releases,2023-10-08,A fantasy tv show produced in India.
CNT-004309,Action Chronicles 4309,TV Show,United States,English,2025,TV-MA,Action,58,1,12,TV Tokyo,Sunrise,Exclusive,2025-12-20,95,94,18002808,79,2746324,Global,"crime, space, sports",Emmy Winner,,2023-03-12,A action tv show produced in United States.
CNT-004310,Action Legacy 4310,Movie,France,French,2026,TV-G,Action,128,,,BBC,Red Oak,Licensed,2028-07-05,57,98,15894538,69,9153597,North America,"space, friendship, mystery",None,Hidden Gems,2024-12-13,A action movie produced in France.
CNT-004311,Romance Chronicles 4311,TV Show,United States,English,1995,TV-14,Romance,36,8,80,Canal+,Blue Sky,Licensed,2029-09-02,98,54,4698971,60,10619671,APAC,"friendship, family, crime",Oscar Winner,Family Picks,2026-01-28,A romance tv show produced in United States.
CNT-004312,Comedy Chronicles 4312,TV Show,United States,English,2023,PG,Comedy,28,2,22,Sony,VisionWorks,Original,2028-09-18,73,82,3762605,66,5286513,Global,"sports, family, history",Festival Selection,,2025-05-10,A comedy tv show produced in United States.
CNT-004313,Sci-Fi Legacy 4313,Movie,United States,English,2021,TV-MA,Sci-Fi,78,,,Netflix Studios,Global Media,Original,2029-09-14,81,61,17193156,62,9626987,LATAM,"love, crime, space",Emmy Winner,Family Picks,2025-02-17,A sci-fi movie produced in United States.
CNT-004314,Comedy Chronicles 4314,TV Show,Canada,English,2009,PG,Comedy,51,1,9,CJ ENM,Sunrise,Licensed,2028-01-24,56,64,4213077,96,11375469,APAC,"history, survival, friendship",Emmy Winner,Family Picks,2024-10-27,A comedy tv show produced in Canada.
CNT-004315,Drama Chronicles 4315,TV Show,South Korea,Korean,2016,PG-13,Drama,38,4,40,CJ ENM,VisionWorks,Licensed,2026-12-05,98,78,3993536,76,8809503,North America,"space, survival, mystery",None,New Releases,2023-09-28,A drama tv show produced in South Korea.
CNT-004316,Reality Chronicles 4316,TV Show,United States,English,1993,TV-PG,Reality,27,6,60,Warner,Sunrise,Licensed,2026-06-03,75,83,7713442,68,7414865,LATAM,"crime, mystery, friendship",Festival Selection,Family Picks,2023-03-06,A reality tv show produced in United States.
CNT-004317,Family Chronicles 4317,TV Show,Australia,English,2025,TV-14,Family,35,3,21,Canal+,VisionWorks,Licensed,2027-06-18,63,49,10702012,47,4762596,Global,"friendship, mystery, sports",BAFTA,Hidden Gems,2024-07-26,A family tv show produced in Australia.
CNT-004318,Comedy Chronicles 4318,TV Show,United States,English,1998,R,Comedy,30,7,56,Netflix Studios,North Star,Licensed,2028-07-06,89,71,16918256,95,13658291,North America,"family, crime, survival",Festival Selection,,2024-09-10,A comedy tv show produced in United States.
CNT-004319,Animation Legacy 4319,Movie,United States,English,1998,TV-G,Animation,89,,,Netflix Studios,VisionWorks,Exclusive,2030-12-22,76,86,5323062,52,12384494,North America,"friendship, sports, survival",Festival Selection,Hidden Gems,2026-01-02,A animation movie produced in United States.
CNT-004320,Documentary Chronicles 4320,TV Show,France,French,2016,TV-MA,Documentary,54,2,20,Sony,Blue Sky,Exclusive,2026-02-04,65,94,19728118,80,10663124,North America,"crime, survival, space",BAFTA,Family Picks,2024-11-21,A documentary tv show produced in France.
CNT-004321,Thriller Chronicles 4321,TV Show,South Korea,Korean,2017,PG-13,Thriller,32,3,33,TV Tokyo,Global Media,Original,2029-04-29,61,82,14547109,92,9921149,LATAM,"space, family, love",Oscar Winner,New Releases,2024-05-01,A thriller tv show produced in South Korea.
CNT-004322,Romance Chronicles 4322,TV Show,Japan,Japanese,1995,TV-PG,Romance,54,8,72,Canal+,Sunrise,Original,2027-08-08,90,77,5057427,49,11730722,Europe,"friendship, history, family",Emmy Winner,Family Picks,2024-07-21,A romance tv show produced in Japan.
CNT-004323,Romance Chronicles 4323,TV Show,United States,English,1994,TV-G,Romance,22,1,7,Netflix Studios,North Star,Exclusive,2030-12-23,71,56,3587952,84,13106068,North America,"crime, history, love",Festival Selection,Award Winners,2026-04-19,A romance tv show produced in United States.
CNT-004324,Thriller Legacy 4324,Movie,United States,English,1991,G,Thriller,173,,,Canal+,Blue Sky,Exclusive,2028-07-15,87,73,10319108,92,11269932,North America,"history, mystery, crime",BAFTA,Award Winners,2025-07-11,A thriller movie produced in United States.
CNT-004325,Romance Chronicles 4325,TV Show,United States,English,1991,PG,Romance,56,5,60,Toei,Red Oak,Exclusive,2028-11-22,63,81,8542921,78,2208519,Europe,"survival, family, history",None,Trending Now,2025-05-05,A romance tv show produced in United States.
CNT-004326,Comedy Chronicles 4326,TV Show,South Korea,Korean,1999,TV-G,Comedy,24,2,22,Sony,Blue Sky,Original,2027-04-28,70,71,1468747,97,14502398,Global,"history, space, sports",None,Trending Now,2025-04-04,A comedy tv show produced in South Korea.
CNT-004327,Action Legacy 4327,Movie,Japan,Japanese,2014,PG-13,Action,137,,,Toei,Global Media,Exclusive,2028-06-15,59,56,19086804,47,6482721,Global,"mystery, history, family",BAFTA,New Releases,2025-03-29,A action movie produced in Japan.
CNT-004328,Sci-Fi Legacy 4328,Movie,Brazil,Portuguese,2013,TV-G,Sci-Fi,117,,,Sony,Global Media,Licensed,2028-08-26,67,65,2046982,67,8526785,Europe,"survival, crime, friendship",Festival Selection,Trending Now,2024-12-14,A sci-fi movie produced in Brazil.
CNT-004329,Comedy Legacy 4329,Movie,United States,English,2003,TV-PG,Comedy,147,,,Warner,Global Media,Licensed,2025-02-25,77,54,19942903,75,11131473,LATAM,"crime, survival, space",Festival Selection,New Releases,2023-04-07,A comedy movie produced in United States.
CNT-004330,Sci-Fi Chronicles 4330,TV Show,United States,English,2010,TV-G,Sci-Fi,26,1,10,TV Tokyo,North Star,Licensed,2026-09-20,66,93,6137787,55,9134817,Europe,"survival, mystery, friendship",Festival Selection,New Releases,2023-05-18,A sci-fi tv show produced in United States.
CNT-004331,Family Legacy 4331,Movie,United States,English,1993,TV-PG,Family,176,,,Warner,Red Oak,Original,2027-09-09,81,60,17747584,81,10136852,North America,"friendship, space, sports",Emmy Winner,,2023-06-27,A family movie produced in United States.
CNT-004332,Reality Chronicles 4332,TV Show,United States,English,2018,PG,Reality,46,7,49,Disney,Global Media,Exclusive,2030-05-11,65,82,2030183,72,4201913,LATAM,"space, survival, history",Festival Selection,New Releases,2026-06-01,A reality tv show produced in United States.
CNT-004333,Horror Legacy 4333,Movie,South Korea,Korean,2015,TV-PG,Horror,94,,,Canal+,Sunrise,Exclusive,2026-04-27,56,97,17398183,93,8897997,Europe,"love, survival, crime",Emmy Winner,New Releases,2024-08-06,A horror movie produced in South Korea.
CNT-004334,Drama Legacy 4334,Movie,United States,English,2023,G,Drama,111,,,Disney,Sunrise,Original,2027-05-18,60,67,10473747,53,5544971,North America,"history, crime, space",Oscar Winner,Hidden Gems,2025-06-22,A drama movie produced in United States.
CNT-004335,Animation Chronicles 4335,TV Show,United States,English,2003,PG,Animation,45,6,60,Sony,Sunrise,Original,2027-06-28,98,49,15808199,50,9383412,LATAM,"sports, history, mystery",Festival Selection,Trending Now,2024-09-29,A animation tv show produced in United States.
CNT-004336,Comedy Legacy 4336,Movie,United Kingdom,English,2019,TV-14,Comedy,164,,,BBC,Red Oak,Original,2028-09-19,75,66,2555084,71,7318366,Global,"sports, survival, love",None,New Releases,2025-12-26,A comedy movie produced in United Kingdom.
